Data;Giornata;Fonte;Tema;Citazione;Author;Note;JS
--/--;International Awareness Day #188;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #189;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #190;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #191;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #192;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #193;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #194;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #195;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #196;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #197;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #198;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #199;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
--/--;International Awareness Day #200;misc;Varie;Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente.;Wakeify;"Oggi scegli una sola azione concreta legata a ""varie"" e falla entro stasera, anche se è minuscola.";"{
  text: ""Ogni passo verso il cambiamento in varie nasce da una scelta minuscola ma coerente."",
  author: ""Wakeify"",
  note: ""Oggi scegli una sola azione concreta legata a \""varie\"" e falla entro stasera, anche se è minuscola.""
},"
